Date,Open,High,Low,Close,Adj Close,Volume
1990-03-15,2690.770020,2714.860107,2677.929932,2695.719971,2695.719971,16670000
1990-03-16,2715.310059,2745.500000,2699.320068,2741.219971,2741.219971,36310000
1990-03-19,2721.169922,2761.709961,2706.530029,2755.629883,2755.629883,17440000
1990-03-20,2750.669922,2775.000000,2724.100098,2738.739990,2738.739990,22400000
1990-03-21,2743.689941,2759.679932,2718.239990,2727.929932,2727.929932,14800000
1990-03-22,2719.370117,2734.010010,2674.320068,2695.719971,2695.719971,21710000
1990-03-23,2703.600098,2722.750000,2688.060059,2704.280029,2704.280029,19010000
1990-03-26,2717.570068,2735.810059,2697.969971,2707.659912,2707.659912,12840000
1990-03-27,2704.500000,2738.959961,2691.889893,2736.939941,2736.939941,14320000
1990-03-28,2731.750000,2755.629883,2716.209961,2743.689941,2743.689941,16710000
1990-03-29,2735.360107,2753.379883,2711.489990,2727.699951,2727.699951,15080000
1990-03-30,2725.669922,2736.709961,2692.340088,2707.209961,2707.209961,15400000
1990-04-02,2684.010010,2708.780029,2668.689941,2700.449951,2700.449951,16050000
1990-04-03,2705.629883,2747.300049,2699.550049,2736.709961,2736.709961,18040000
1990-04-04,2739.409912,2755.860107,2708.560059,2719.370117,2719.370117,21250000
1990-04-05,2725.669922,2746.169922,2709.010010,2721.169922,2721.169922,13640000
1990-04-06,2723.870117,2732.429932,2695.500000,2717.120117,2717.120117,12190000
1990-04-09,2712.389893,2737.389893,2701.350098,2722.070068,2722.070068,10490000
1990-04-10,2716.889893,2741.669922,2707.879883,2731.080078,2731.080078,13130000
1990-04-11,2728.600098,2751.350098,2713.290039,2729.729980,2729.729980,15760000
1990-04-12,2734.459961,2763.959961,2729.500000,2751.800049,2751.800049,13000000
1990-04-16,2775.449951,2793.469971,2748.870117,2763.060059,2763.060059,19550000
1990-04-17,2751.570068,2774.770020,2738.290039,2765.770020,2765.770020,14620000
1990-04-18,2772.300049,2775.679932,2722.750000,2732.879883,2732.879883,19150000
1990-04-19,2715.989990,2742.120117,2700.000000,2711.939941,2711.939941,17630000
1990-04-20,2710.360107,2722.070068,2668.469971,2695.949951,2695.949951,24970000
1990-04-23,2683.780029,2690.770020,2650.899902,2666.669922,2666.669922,16130000
1990-04-24,2673.199951,2686.040039,2643.689941,2654.500000,2654.500000,14920000
1990-04-25,2661.479980,2685.360107,2649.320068,2666.439941,2666.439941,15780000
1990-04-26,2678.149902,2691.889893,2650.219971,2676.580078,2676.580078,15830000
1990-04-27,2680.860107,2687.389893,2639.189941,2645.050049,2645.050049,15850000
1990-04-30,2638.290039,2667.790039,2627.699951,2656.760010,2656.760010,14250000
1990-05-01,2668.459961,2687.389893,2651.350098,2668.919922,2668.919922,15650000
1990-05-02,2669.139893,2697.300049,2659.010010,2689.639893,2689.639893,16590000
1990-05-03,2699.320068,2716.219971,2682.879883,2696.169922,2696.169922,18080000
1990-05-04,2705.629883,2718.919922,2682.429932,2710.360107,2710.360107,15500000
1990-05-07,2709.229980,2739.189941,2698.870117,2721.620117,2721.620117,14250000
1990-05-08,2721.169922,2739.409912,2710.360107,2733.560059,2733.560059,14090000
1990-05-09,2723.870117,2745.500000,2710.139893,2732.879883,2732.879883,18310000
1990-05-10,2732.659912,2755.629883,2716.439941,2738.510010,2738.510010,20030000
1990-05-11,2753.149902,2810.360107,2743.020020,2801.580078,2801.580078,31500000
1990-05-14,2803.010010,2857.870117,2793.750000,2821.530029,2821.530029,30510000
1990-05-15,2807.639893,2840.739990,2798.149902,2822.449951,2822.449951,21100000
1990-05-16,2823.840088,2841.439941,2800.229980,2819.679932,2819.679932,17030000
1990-05-17,2825.929932,2856.250000,2811.570068,2831.709961,2831.709961,19090000
1990-05-18,2827.080078,2838.429932,2804.629883,2819.909912,2819.909912,25250000
1990-05-21,2811.800049,2859.719971,2802.080078,2844.679932,2844.679932,19430000
1990-05-22,2866.699951,2877.129883,2828.510010,2852.229980,2852.229980,23850000
1990-05-23,2847.479980,2869.070068,2824.949951,2856.260010,2856.260010,19840000
1990-05-24,2856.500000,2878.080078,2828.040039,2855.550049,2855.550049,22130000
1990-05-25,2838.949951,2856.500000,2806.689941,2820.919922,2820.919922,16250000
1990-05-29,2816.649902,2876.189941,2812.620117,2870.489990,2870.489990,17480000
1990-05-30,2882.350098,2908.209961,2853.889893,2878.560059,2878.560059,25180000
1990-05-31,2867.169922,2900.620117,2854.639893,2876.659912,2876.659912,17810000
1990-06-01,2900.969971,2919.899902,2868.689941,2900.969971,2900.969971,22290000
1990-06-04,2903.389893,2943.689941,2883.979980,2935.189941,2935.189941,22270000
1990-06-05,2941.750000,2956.550049,2911.889893,2925.000000,2925.000000,24440000
1990-06-06,2912.860107,2936.649902,2891.989990,2911.649902,2911.649902,21050000
1990-06-07,2918.929932,2930.580078,2880.340088,2897.330078,2897.330078,20260000
1990-06-08,2897.570068,2908.500000,2850.729980,2862.379883,2862.379883,17640000
1990-06-11,2857.179932,2901.979980,2852.969971,2892.570068,2892.570068,15100000
1990-06-12,2896.040039,2947.520020,2877.969971,2933.419922,2933.419922,22290000
1990-06-13,2935.389893,2956.929932,2910.149902,2929.949951,2929.949951,22680000
1990-06-14,2927.969971,2943.560059,2902.969971,2928.219971,2928.219971,15180000
1990-06-15,2911.379883,2947.770020,2902.719971,2935.889893,2935.889893,37820000
1990-06-18,2925.489990,2930.449951,2877.479980,2882.179932,2882.179932,16230000
1990-06-19,2880.449951,2907.919922,2866.580078,2893.560059,2893.560059,16440000
1990-06-20,2899.010010,2914.600098,2868.810059,2895.300049,2895.300049,15350000
1990-06-21,2896.780029,2916.580078,2870.050049,2901.729980,2901.729980,16540000
1990-06-22,2905.939941,2931.929932,2848.020020,2857.179932,2857.179932,32380000
1990-06-25,2872.030029,2882.179932,2834.899902,2845.050049,2845.050049,17430000
1990-06-26,2865.590088,2882.919922,2832.669922,2842.330078,2842.330078,17270000
1990-06-27,2832.179932,2878.959961,2821.530029,2862.129883,2862.129883,26410000
1990-06-28,2868.320068,2896.040039,2850.500000,2878.709961,2878.709961,15790000
1990-06-29,2879.449951,2901.979980,2865.840088,2880.689941,2880.689941,16150000
1990-07-02,2883.169922,2908.659912,2869.800049,2899.260010,2899.260010,12300000
1990-07-03,2906.429932,2925.739990,2891.090088,2911.629883,2911.629883,13910000
1990-07-05,2901.479980,2906.439941,2863.610107,2879.209961,2879.209961,16320000
1990-07-06,2872.030029,2919.800049,2867.570068,2904.949951,2904.949951,15220000
1990-07-09,2908.909912,2927.969971,2890.840088,2914.110107,2914.110107,13880000
1990-07-10,2912.129883,2928.219971,2882.179932,2890.840088,2890.840088,15520000
1990-07-11,2902.719971,2942.330078,2890.100098,2932.669922,2932.669922,18210000
1990-07-12,2935.889893,2980.689941,2917.820068,2969.800049,2969.800049,26480000
1990-07-13,2976.979980,3012.379883,2956.679932,2980.199951,2980.199951,29070000
1990-07-16,2989.110107,3017.080078,2971.780029,2999.750000,2999.750000,19860000
1990-07-17,3006.189941,3024.260010,2970.050049,2999.750000,2999.750000,21210000
1990-07-18,2989.360107,3009.649902,2963.610107,2981.679932,2981.679932,17950000
1990-07-19,2975.989990,3006.189941,2948.270020,2993.810059,2993.810059,21190000
1990-07-20,2993.810059,3019.310059,2953.709961,2961.139893,2961.139893,28090000
1990-07-23,2947.030029,2961.389893,2833.169922,2904.699951,2904.699951,32550000
1990-07-24,2913.120117,2939.600098,2866.830078,2922.520020,2922.520020,23010000
1990-07-25,2917.570068,2946.530029,2896.780029,2930.939941,2930.939941,19200000
1990-07-26,2929.449951,2945.790039,2888.120117,2920.790039,2920.790039,18360000
1990-07-27,2922.270020,2938.360107,2877.719971,2898.510010,2898.510010,19190000
1990-07-30,2876.729980,2922.520020,2861.139893,2917.330078,2917.330078,18730000
1990-07-31,2911.139893,2940.100098,2878.469971,2905.199951,2905.199951,22130000
1990-08-01,2909.899902,2931.189941,2875.000000,2899.260010,2899.260010,23770000
1990-08-02,2876.729980,2903.709961,2833.169922,2864.600098,2864.600098,45370000
1990-08-03,2834.399902,2863.860107,2722.030029,2809.649902,2809.649902,45360000
1990-08-06,2711.629883,2758.419922,2683.169922,2716.340088,2716.340088,35240000
1990-08-07,2744.550049,2763.860107,2676.239990,2710.639893,2710.639893,42830000
1990-08-08,2712.379883,2763.370117,2691.340088,2734.899902,2734.899902,28100000
1990-08-09,2734.159912,2774.260010,2716.580078,2758.909912,2758.909912,19220000
1990-08-10,2751.229980,2763.610107,2692.820068,2716.580078,2716.580078,19510000
1990-08-13,2699.500000,2752.229980,2676.729980,2746.780029,2746.780029,17110000
1990-08-14,2739.600098,2773.020020,2720.540039,2747.770020,2747.770020,18290000
1990-08-15,2761.879883,2778.709961,2736.379883,2748.270020,2748.270020,16710000
1990-08-16,2732.179932,2746.530029,2676.239990,2681.439941,2681.439941,20320000
1990-08-17,2651.729980,2679.209961,2598.020020,2644.800049,2644.800049,39370000
1990-08-20,2647.270020,2679.209961,2632.429932,2656.439941,2656.439941,16960000
1990-08-21,2620.050049,2645.530029,2566.090088,2603.959961,2603.959961,29340000
1990-08-22,2613.120117,2630.689941,2553.219971,2560.149902,2560.149902,25400000
1990-08-23,2493.560059,2539.600098,2459.409912,2483.419922,2483.419922,35430000
1990-08-24,2519.550049,2555.689941,2480.449951,2532.919922,2532.919922,28520000
1990-08-27,2621.290039,2645.050049,2590.590088,2611.629883,2611.629883,22910000
1990-08-28,2598.270020,2629.949951,2582.919922,2614.850098,2614.850098,16980000
1990-08-29,2608.659912,2651.239990,2596.530029,2632.429932,2632.429932,17100000
1990-08-30,2630.939941,2641.340088,2578.469971,2593.320068,2593.320068,15480000
1990-08-31,2594.550049,2624.500000,2569.310059,2614.360107,2614.360107,12060000
1990-09-04,2590.840088,2618.070068,2573.020020,2613.370117,2613.370117,14230000
1990-09-05,2611.139893,2643.070068,2588.610107,2628.219971,2628.219971,16680000
1990-09-06,2622.520020,2633.169922,2575.989990,2596.290039,2596.290039,16010000
1990-09-07,2589.600098,2635.889893,2577.719971,2619.550049,2619.550049,16180000
1990-09-10,2650.000000,2665.350098,2600.989990,2615.590088,2615.590088,15830000
1990-09-11,2616.830078,2635.639893,2586.879883,2612.620117,2612.620117,12720000
1990-09-12,2621.530029,2639.110107,2592.330078,2625.739990,2625.739990,14540000
1990-09-13,2623.020020,2629.209961,2570.540039,2582.669922,2582.669922,13940000
1990-09-14,2572.520020,2585.149902,2545.540039,2564.110107,2564.110107,17760000
1990-09-17,2550.489990,2585.889893,2537.129883,2567.330078,2567.330078,14340000
1990-09-18,2549.250000,2587.870117,2524.260010,2571.290039,2571.290039,20780000
1990-09-19,2569.300049,2594.550049,2534.409912,2557.429932,2557.429932,22900000
1990-09-20,2539.110107,2549.010010,2495.540039,2518.320068,2518.320068,21110000
1990-09-21,2514.110107,2538.370117,2479.949951,2512.379883,2512.379883,32300000
1990-09-24,2491.830078,2498.020020,2438.120117,2452.969971,2452.969971,21170000
1990-09-25,2460.389893,2501.239990,2437.379883,2485.639893,2485.639893,18870000
1990-09-26,2479.449951,2496.040039,2435.399902,2459.649902,2459.649902,24780000
1990-09-27,2481.679932,2492.330078,2396.290039,2427.479980,2427.479980,23130000
1990-09-28,2380.689941,2465.590088,2367.820068,2452.479980,2452.479980,25630000
1990-10-01,2474.250000,2534.649902,2446.530029,2515.840088,2515.840088,27990000
1990-10-02,2527.969971,2565.350098,2487.620117,2505.199951,2505.199951,25720000
1990-10-03,2504.449951,2534.649902,2470.790039,2489.360107,2489.360107,15550000
1990-10-04,2483.909912,2528.219971,2464.850098,2516.830078,2516.830078,19580000
1990-10-05,2472.030029,2544.550049,2453.469971,2510.639893,2510.639893,20280000
1990-10-08,2530.689941,2548.020020,2507.179932,2523.760010,2523.760010,10730000
1990-10-09,2495.790039,2514.600098,2437.870117,2445.540039,2445.540039,18750000
1990-10-10,2445.300049,2472.030029,2388.360107,2407.919922,2407.919922,23900000
1990-10-11,2414.360107,2427.229980,2344.310059,2365.100098,2365.100098,25450000
1990-10-12,2383.909912,2428.709961,2349.750000,2398.020020,2398.020020,22650000
1990-10-15,2413.860107,2451.239990,2354.949951,2416.340088,2416.340088,26120000
1990-10-16,2420.300049,2434.409912,2366.830078,2381.189941,2381.189941,17260000
1990-10-17,2376.729980,2418.560059,2358.169922,2387.870117,2387.870117,18250000
1990-10-18,2402.719971,2461.629883,2391.830078,2452.719971,2452.719971,25760000
1990-10-19,2489.850098,2536.879883,2453.469971,2520.790039,2520.790039,37810000
1990-10-22,2498.270020,2535.399902,2476.729980,2516.090088,2516.090088,21310000
1990-10-23,2504.949951,2527.969971,2480.199951,2494.060059,2494.060059,17710000
1990-10-24,2489.600098,2523.020020,2470.540039,2504.209961,2504.209961,17790000
1990-10-25,2509.399902,2525.989990,2464.110107,2484.409912,2484.409912,18160000
1990-10-26,2466.090088,2482.179932,2429.209961,2436.139893,2436.139893,16470000
1990-10-29,2437.129883,2470.300049,2407.669922,2430.199951,2430.199951,17820000
1990-10-30,2425.739990,2462.870117,2400.500000,2448.020020,2448.020020,20100000
1990-10-31,2455.449951,2475.989990,2419.550049,2442.330078,2442.330078,17840000
1990-11-01,2441.830078,2473.020020,2415.590088,2454.949951,2454.949951,17450000
1990-11-02,2456.429932,2501.729980,2447.280029,2490.840088,2490.840088,21360000
1990-11-05,2487.870117,2519.060059,2472.770020,2502.229980,2502.229980,16950000
1990-11-06,2496.040039,2516.830078,2471.530029,2485.149902,2485.149902,14490000
1990-11-07,2479.949951,2490.350098,2430.939941,2440.840088,2440.840088,17510000
1990-11-08,2432.919922,2468.810059,2415.840088,2443.810059,2443.810059,18610000
1990-11-09,2453.459961,2500.739990,2438.610107,2488.610107,2488.610107,18740000
1990-11-12,2498.270020,2550.989990,2490.100098,2540.350098,2540.350098,21480000
1990-11-13,2533.409912,2559.899902,2512.379883,2535.399902,2535.399902,18980000
1990-11-14,2533.659912,2581.189941,2522.770020,2559.649902,2559.649902,18660000
1990-11-15,2550.489990,2567.330078,2528.709961,2545.050049,2545.050049,15850000
1990-11-16,2549.500000,2570.790039,2522.280029,2550.250000,2550.250000,24850000
1990-11-19,2563.360107,2580.689941,2543.070068,2565.350098,2565.350098,17040000
1990-11-20,2561.379883,2574.500000,2524.010010,2530.199951,2530.199951,20700000
1990-11-21,2530.939941,2552.229980,2502.719971,2539.360107,2539.360107,18750000
1990-11-23,2536.879883,2557.919922,2521.040039,2527.229980,2527.229980,6790000
1990-11-26,2511.879883,2541.580078,2489.850098,2533.169922,2533.169922,16310000
1990-11-27,2538.120117,2562.620117,2516.090088,2543.810059,2543.810059,18560000
1990-11-28,2544.300049,2564.600098,2521.040039,2535.149902,2535.149902,14650000
1990-11-29,2526.729980,2544.310059,2501.229980,2518.810059,2518.810059,17910000
1990-11-30,2512.379883,2577.229980,2498.510010,2559.649902,2559.649902,27640000
1990-12-03,2572.270020,2589.600098,2543.560059,2565.590088,2565.590088,25280000
1990-12-04,2563.860107,2592.080078,2534.649902,2579.699951,2579.699951,21330000
1990-12-05,2575.000000,2615.840088,2558.419922,2610.399902,2610.399902,23020000
1990-12-06,2643.560059,2656.439941,2589.360107,2602.479980,2602.479980,35200000
1990-12-07,2599.010010,2618.070068,2571.780029,2590.100098,2590.100098,19550000
1990-12-10,2577.229980,2609.399902,2566.580078,2596.780029,2596.780029,14430000
1990-12-11,2596.290039,2606.929932,2565.590088,2586.139893,2586.139893,14720000
1990-12-12,2588.860107,2630.689941,2578.219971,2622.280029,2622.280029,20790000
1990-12-13,2622.520020,2640.590088,2598.760010,2614.360107,2614.360107,17130000
1990-12-14,2602.969971,2617.820068,2572.030029,2593.810059,2593.810059,16750000
1990-12-17,2580.449951,2600.739990,2563.610107,2593.320068,2593.320068,11860000
1990-12-18,2591.340088,2639.360107,2583.169922,2626.729980,2626.729980,20600000
1990-12-19,2625.989990,2648.510010,2602.479980,2626.729980,2626.729980,19300000
1990-12-20,2600.000000,2645.810059,2591.580078,2629.459961,2629.459961,18550000
1990-12-21,2654.949951,2662.620117,2619.550049,2633.659912,2633.659912,37300000
1990-12-24,2629.449951,2638.120117,2609.649902,2621.290039,2621.290039,5170000
1990-12-26,2624.500000,2653.959961,2613.370117,2637.129883,2637.129883,8310000
1990-12-27,2637.620117,2652.229980,2616.580078,2625.500000,2625.500000,9970000
1990-12-28,2622.270020,2639.110107,2607.919922,2629.209961,2629.209961,10820000
1990-12-31,2627.969971,2641.090088,2611.139893,2633.659912,2633.659912,8760000
1991-01-02,2627.229980,2651.729980,2600.989990,2610.639893,2610.639893,14100000
1991-01-03,2611.629883,2622.280029,2567.570068,2573.510010,2573.510010,17280000
1991-01-04,2574.250000,2601.979980,2540.840088,2566.090088,2566.090088,20790000
1991-01-07,2542.820068,2563.370117,2514.110107,2522.770020,2522.770020,16980000
1991-01-08,2525.489990,2544.060059,2493.070068,2509.409912,2509.409912,19490000
1991-01-09,2531.189941,2562.379883,2456.189941,2470.300049,2470.300049,25230000
1991-01-10,2488.120117,2512.129883,2467.080078,2498.760010,2498.760010,14630000
1991-01-11,2494.060059,2516.090088,2472.770020,2501.489990,2501.489990,13250000
1991-01-14,2464.600098,2500.989990,2447.030029,2483.909912,2483.909912,16290000
1991-01-15,2485.639893,2504.459961,2470.050049,2490.590088,2490.590088,11710000
1991-01-16,2487.129883,2525.250000,2475.989990,2508.909912,2508.909912,14550000
1991-01-17,2601.729980,2635.399902,2571.780029,2623.510010,2623.510010,42660000
1991-01-18,2611.139893,2663.370117,2600.250000,2646.780029,2646.780029,45630000
1991-01-21,2618.810059,2646.290039,2602.969971,2629.209961,2629.209961,15670000
1991-01-22,2616.830078,2645.050049,2586.389893,2603.219971,2603.219971,16850000
1991-01-23,2604.699951,2645.540039,2584.649902,2619.060059,2619.060059,18850000
1991-01-24,2627.719971,2667.330078,2615.100098,2643.070068,2643.070068,23640000
1991-01-25,2645.050049,2679.459961,2623.270020,2659.409912,2659.409912,23270000
1991-01-28,2657.419922,2688.610107,2635.149902,2654.459961,2654.459961,17060000
1991-01-29,2648.510010,2677.229980,2627.229980,2662.620117,2662.620117,21690000
1991-01-30,2663.610107,2725.989990,2654.699951,2713.120117,2713.120117,28940000
